Release ID,Artist,Title,Year,Genres,Formats
2218179,"Frederick Wheeler & Edison Mixed Quartet, The",Tell Mother I'll Be There,1913,Jazz,Cylinder
4903051,Venetian Instrumental Quartet,"I'll Take You Home Again, Kathleen",1918,Pop,Cylinder
4874372,William H. Thompson,It's A Long Way Back To Dear Old Mother's Knee,1907,Pop,Cylinder
4909475,J. Frank Hopkins,Little Dinah Jones,1904,Pop,Cylinder
4891894,Edison Military Band,The Dixie Rube,1906,"Jazz, Brass & Military",Cylinder
4905851,Frank C. Stanley & Grace Nelson (2),Sambo And Dinah,1908,Pop,Cylinder
