Release ID,Artist,Title,Year,Genres,Formats
3647536,Guesch Patti & Encore,L'Homme Au Tablier Vert (Fleurs Carnivores),1990,"Electronic, Rock",CDV
4697985,Bon Jovi,Slippery When Wet (The Videos),1987,Rock,CDV
1481440,"Cure, The",Lovesong,1989,"Electronic, Rock, Pop",CDV
4272993,Safire,"Boy, I've Been Told",1988,"Electronic, Latin",CDV
4730954,Madonna,In Bed With Madonna,1991,"Non-Music, Stage & Screen",CDV
4731069,Madonna,Arthur And The Minimoys,2006,"Non-Music, Stage & Screen",CDV
